algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo
Insercao,21,2,5,100,121,0.000000
Quicksort,21,2,5,72,192,0.000001
Insercao,21,2,6,100,121,0.000000
Quicksort,21,2,6,72,192,0.000001
Insercao,21,2,7,100,121,0.000000
Quicksort,21,2,7,72,192,0.000001
Insercao,21,2,8,100,121,0.000000
Quicksort,21,2,8,72,192,0.000001
Insercao,21,2,9,100,121,0.000000
Quicksort,21,2,9,72,192,0.000001
Insercao,21,2,10,100,121,0.000000
Quicksort,21,2,10,72,192,0.000001
Insercao,22,2,1,106,128,0.000000
Quicksort,22,2,1,88,243,0.000001
Insercao,22,2,2,106,128,0.000000
Quicksort,22,2,2,88,243,0.000001
Insercao,22,2,3,106,128,0.000000
Quicksort,22,2,3,88,243,0.000001
Insercao,22,2,4,106,128,0.000000
Quicksort,22,2,4,88,243,0.000001
Insercao,22,2,5,106,128,0.000000
Quicksort,22,2,5,88,243,0.000001
Insercao,22,2,6,106,128,0.000000
Quicksort,22,2,6,88,243,0.000001
Insercao,22,2,7,106,128,0.000000
Quicksort,22,2,7,88,243,0.000001
Insercao,22,2,8,106,128,0.000000
Quicksort,22,2,8,88,243,0.000001
Insercao,22,2,9,106,128,0.000000
Quicksort,22,2,9,88,243,0.000001
Insercao,22,2,10,106,128,0.000000
Quicksort,22,2,10,88,243,0.000001
Insercao,23,2,1,110,133,0.000000
Quicksort,23,2,1,94,249,0.000001
Insercao,23,2,2,110,133,0.000000
Quicksort,23,2,2,94,249,0.000001
Insercao,23,2,3,110,133,0.000000
Quicksort,23,2,3,94,249,0.000001
Insercao,23,2,4,110,133,0.000000
Quicksort,23,2,4,94,249,0.000001
Insercao,23,2,5,110,133,0.000000
Quicksort,23,2,5,94,249,0.000001
Insercao,23,2,6,110,133,0.000000
Quicksort,23,2,6,94,249,0.000001
Insercao,23,2,7,110,133,0.000000
Quicksort,23,2,7,94,249,0.000001
Insercao,23,2,8,110,133,0.000000
Quicksort,23,2,8,94,249,0.000001
Insercao,23,2,9,110,133,0.000000
Quicksort,23,2,9,94,249,0.000001
Insercao,23,2,10,110,133,0.000000
Quicksort,23,2,10,94,249,0.000001
Insercao,24,2,1,131,155,0.000000
Quicksort,24,2,1,90,231,0.000001
Insercao,24,2,2,131,155,0.000000
Quicksort,24,2,2,90,231,0.000001
Insercao,24,2,3,131,155,0.000000
Quicksort,24,2,3,90,231,0.000001
Insercao,24,2,4,131,155,0.000000
Quicksort,24,2,4,90,231,0.000001
Insercao,24,2,5,131,155,0.000000
Quicksort,24,2,5,90,231,0.000001
Insercao,24,2,6,131,155,0.000000
Quicksort,24,2,6,90,231,0.000001
Insercao,24,2,7,131,155,0.000000
Quicksort,24,2,7,90,231,0.000001
Insercao,24,2,8,131,155,0.000000
Quicksort,24,2,8,90,231,0.000001
Insercao,24,2,9,131,155,0.000000
Quicksort,24,2,9,90,231,0.000001
Insercao,24,2,10,131,155,0.000000
Quicksort,24,2,10,90,231,0.000001
Insercao,25,2,1,154,179,0.000000
Quicksort,25,2,1,85,231,0.000001
Insercao,25,2,2,154,179,0.000000
Quicksort,25,2,2,85,231,0.000001
Insercao,25,2,3,154,179,0.000000
Quicksort,25,2,3,85,231,0.000001
Insercao,25,2,4,154,179,0.000000
Quicksort,25,2,4,85,231,0.000001
Insercao,25,2,5,154,179,0.000000
Quicksort,25,2,5,85,231,0.000001
Insercao,25,2,6,154,179,0.000000
Quicksort,25,2,6,85,231,0.000001
Insercao,25,2,7,154,179,0.000000
Quicksort,25,2,7,85,231,0.000001
Insercao,25,2,8,154,179,0.000000
Quicksort,25,2,8,85,231,0.000001
Insercao,25,2,9,154,179,0.000000
Quicksort,25,2,9,85,231,0.000001
Insercao,25,2,10,154,179,0.000000
Quicksort,25,2,10,85,231,0.000001
Insercao,26,2,1,175,201,0.000000
Quicksort,26,2,1,103,246,0.000001
Insercao,26,2,2,175,201,0.000000
Quicksort,26,2,2,103,246,0.000001
Insercao,26,2,3,175,201,0.000000
Quicksort,26,2,3,103,246,0.000001
Insercao,26,2,4,175,201,0.000000
Quicksort,26,2,4,103,246,0.000001
Insercao,26,2,5,175,201,0.000000
Quicksort,26,2,5,103,246,0.000001
Insercao,26,2,6,175,201,0.000000
Quicksort,26,2,6,103,246,0.000001
Insercao,26,2,7,175,201,0.000000
Quicksort,26,2,7,103,246,0.000001
Insercao,26,2,8,175,201,0.000000
Quicksort,26,2,8,103,246,0.000001
Insercao,26,2,9,175,201,0.000000
Quicksort,26,2,9,103,246,0.000001
Insercao,26,2,10,175,201,0.000000
Quicksort,26,2,10,103,246,0.000001
Insercao,27,2,1,180,207,0.000000
Quicksort,27,2,1,131,249,0.000001
Insercao,27,2,2,180,207,0.000000
Quicksort,27,2,2,131,249,0.000001
Insercao,27,2,3,180,207,0.000000
Quicksort,27,2,3,131,249,0.000001
Insercao,27,2,4,180,207,0.000000
Quicksort,27,2,4,131,249,0.000001
Insercao,27,2,5,180,207,0.000000
Quicksort,27,2,5,131,249,0.000001
Insercao,27,2,6,180,207,0.000000
Quicksort,27,2,6,131,249,0.000001
Insercao,27,2,7,180,207,0.000000
Quicksort,27,2,7,131,249,0.000001
Insercao,27,2,8,180,207,0.000000
Quicksort,27,2,8,131,249,0.000001
Insercao,27,2,9,180,207,0.000000
Quicksort,27,2,9,131,249,0.000001
Insercao,27,2,10,180,207,0.000000
Quicksort,27,2,10,131,249,0.000001
Insercao,28,2,1,206,234,0.000000
Quicksort,28,2,1,115,249,0.000001
Insercao,28,2,2,206,234,0.000000
Quicksort,28,2,2,115,249,0.000001
Insercao,28,2,3,206,234,0.000000
Quicksort,28,2,3,115,249,0.000001
Insercao,28,2,4,206,234,0.000000
Quicksort,28,2,4,115,249,0.000001
Insercao,28,2,5,206,234,0.000000
Quicksort,28,2,5,115,249,0.000001
Insercao,28,2,6,206,234,0.000000
Quicksort,28,2,6,115,249,0.000001
Insercao,28,2,7,206,234,0.000000
Quicksort,28,2,7,115,249,0.000001
Insercao,28,2,8,206,234,0.000000
Quicksort,28,2,8,115,249,0.000001
Insercao,28,2,9,206,234,0.000000
Quicksort,28,2,9,115,249,0.000001
Insercao,28,2,10,206,234,0.000000
Quicksort,28,2,10,115,249,0.000001
Insercao,29,2,1,234,263,0.000000
Quicksort,29,2,1,107,318,0.000001
Insercao,29,2,2,234,263,0.000000
Quicksort,29,2,2,107,318,0.000001
Insercao,29,2,3,234,263,0.000000
Quicksort,29,2,3,107,318,0.000001
Insercao,29,2,4,234,263,0.000000
Quicksort,29,2,4,107,318,0.000001
Insercao,29,2,5,234,263,0.000000
Quicksort,29,2,5,107,318,0.000001
Insercao,29,2,6,234,263,0.000000
Quicksort,29,2,6,107,318,0.000001
Insercao,29,2,7,234,263,0.000000
Quicksort,29,2,7,107,318,0.000001
Insercao,29,2,8,234,263,0.000000
Quicksort,29,2,8,107,318,0.000001
Insercao,29,2,9,234,263,0.000000
Quicksort,29,2,9,107,318,0.000001
Insercao,29,2,10,234,263,0.000000
Quicksort,29,2,10,107,318,0.000001
Insercao,30,2,1,263,294,0.000000
Quicksort,30,2,1,144,357,0.000001
Insercao,30,2,2,263,294,0.000000
Quicksort,30,2,2,144,357,0.000001
Insercao,30,2,3,263,294,0.000000
Quicksort,30,2,3,144,357,0.000001
Insercao,30,2,4,263,294,0.000000
Quicksort,30,2,4,144,357,0.000001
Insercao,30,2,5,263,294,0.000000
Quicksort,30,2,5,144,357,0.000001
