algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo
Coquetel,25000,1,2,312487500,937462500,1.457037
Selecao,25000,1,2,312487500,37500,0.080500
Insercao,25000,1,2,312487500,312537498,0.059464
Shellsort,25000,1,2,356593,632132,0.000276
Mergesort,25000,1,2,188476,734464,0.000256
Heapsort,25000,1,2,332132,451582,0.000883
Quicksort,25000,1,2,444150,795504,0.000649
QuicksortI,25000,1,2,501863,642085,0.000336
Introsort,25000,1,2,345078,125196,0.000112
Countingsort,25000,1,2,0,50000,0.151019
Bucketsort,25000,1,2,25000,100000,0.000671
RadixsortC,25000,1,2,0,450000,0.000694
RadixsortB,25000,1,2,0,1125000,0.001553
Bolha,25000,1,3,312487500,937462500,1.484038
Coquetel,25000,1,3,312487500,937462500,1.489790
Selecao,25000,1,3,312487500,37500,0.084102
Insercao,25000,1,3,312487500,312537498,0.060047
Shellsort,25000,1,3,356593,632132,0.000292
Mergesort,25000,1,3,188476,734464,0.000264
Heapsort,25000,1,3,332132,451582,0.000767
Quicksort,25000,1,3,451773,675435,0.000547
QuicksortI,25000,1,3,497605,716614,0.000357
Introsort,25000,1,3,345078,125196,0.000115
Countingsort,25000,1,3,0,50000,0.150009
Bucketsort,25000,1,3,25000,100000,0.000654
RadixsortC,25000,1,3,0,450000,0.000695
RadixsortB,25000,1,3,0,1125000,0.001519
Bolha,25000,2,1,312430547,467386218,1.105495
Coquetel,25000,2,1,233880509,467386218,0.961927
Selecao,25000,2,1,312487500,74967,0.088184
Insercao,25000,2,1,155820397,155845404,0.030083
Shellsort,25000,2,1,542444,818412,0.001599
Mergesort,25000,2,1,334039,714974,0.001242
Heapsort,25000,2,1,336230,468626,0.001267
Quicksort,25000,2,1,433076,730716,0.001197
QuicksortI,25000,2,1,460727,733385,0.000891
Introsort,25000,2,1,481266,319349,0.000939
Countingsort,25000,2,1,0,50000,0.149434
Bucketsort,25000,2,1,26145,101145,0.001021
RadixsortC,25000,2,1,0,450000,0.000690
RadixsortB,25000,2,1,0,1125000,0.001457
Bolha,25000,2,2,312449550,469175952,1.117428
Coquetel,25000,2,2,234481205,469175952,0.967741
Selecao,25000,2,2,312487500,74967,0.083405
Insercao,25000,2,2,156416966,156441982,0.030002
Shellsort,25000,2,2,541410,817412,0.001590
Mergesort,25000,2,2,334072,715049,0.001249
Heapsort,25000,2,2,336274,468826,0.001263
Quicksort,25000,2,2,429360,679644,0.001196
QuicksortI,25000,2,2,502092,721888,0.000885
Introsort,25000,2,2,490710,317532,0.000922
Countingsort,25000,2,2,0,50000,0.149748
Bucketsort,25000,2,2,26161,101161,0.000991
RadixsortC,25000,2,2,0,450000,0.000696
RadixsortB,25000,2,2,0,1125000,0.001433
Bolha,25000,2,3,312468972,469322979,1.111797
Coquetel,25000,2,3,234118560,469322979,0.973463
Selecao,25000,2,3,312487500,74970,0.083680
Insercao,25000,2,3,156465985,156490991,0.029914
Shellsort,25000,2,3,541053,816975,0.001599
Mergesort,25000,2,3,334009,715119,0.001225
