algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo
Quicksort,30000,2,3,531598,909750,0.001283
QuicksortI,30000,2,3,553016,881651,0.001317
Introsort,30000,2,3,582351,390595,0.001114
Shellsort,40000,0,1,444285,888570,0.000468
Mergesort,40000,0,1,298432,912896,0.000598
Heapsort,40000,0,1,572911,805198,0.002429
Quicksort,40000,0,1,706202,1261971,0.000946
QuicksortI,40000,0,1,669732,1017759,0.000640
Introsort,40000,0,1,575288,145528,0.000362
Shellsort,40000,0,2,444285,888570,0.000727
Mergesort,40000,0,2,298432,912896,0.000742
Heapsort,40000,0,2,572911,805198,0.001424
Quicksort,40000,0,2,706202,1261971,0.000765
QuicksortI,40000,0,2,669732,1017759,0.000359
Introsort,40000,0,2,575288,145528,0.000203
Shellsort,40000,0,3,444285,888570,0.000543
Mergesort,40000,0,3,298432,912896,0.000550
Heapsort,40000,0,3,572911,805198,0.001908
Quicksort,40000,0,3,706202,1261971,0.000802
QuicksortI,40000,0,3,669732,1017759,0.000336
Introsort,40000,0,3,575288,145528,0.000173
Shellsort,40000,1,1,607122,1084724,0.000593
Mergesort,40000,1,1,316032,1228928,0.000449
Heapsort,40000,1,1,560150,747624,0.001303
Quicksort,40000,1,1,710560,1202748,0.001082
QuicksortI,40000,1,1,803975,1161895,0.000657
Introsort,40000,1,1,595283,205522,0.000236
Shellsort,40000,1,2,607122,1084724,0.000549
Mergesort,40000,1,2,316032,1228928,0.000596
Heapsort,40000,1,2,560150,747624,0.001333
Quicksort,40000,1,2,710560,1202748,0.001179
QuicksortI,40000,1,2,803975,1161895,0.000806
Introsort,40000,1,2,595283,205522,0.000301
Shellsort,40000,1,3,607122,1084724,0.000870
Mergesort,40000,1,3,316032,1228928,0.000493
Heapsort,40000,1,3,560150,747624,0.002195
Quicksort,40000,1,3,710560,1202748,0.000904
QuicksortI,40000,1,3,803975,1161895,0.000496
Introsort,40000,1,3,595283,205522,0.000177
Shellsort,40000,2,1,919179,1384514,0.003375
Mergesort,40000,2,1,561815,1198120,0.002899
Heapsort,40000,2,1,564739,776895,0.002136
Quicksort,40000,2,1,726411,1238703,0.001846
QuicksortI,40000,2,1,807508,1085681,0.001503
Introsort,40000,2,1,787086,534114,0.001431
Shellsort,40000,2,2,919179,1384514,0.003174
Mergesort,40000,2,2,561815,1198120,0.001935
Heapsort,40000,2,2,564739,776895,0.002132
Quicksort,40000,2,2,726411,1238703,0.001811
QuicksortI,40000,2,2,807508,1085681,0.001502
Introsort,40000,2,2,787086,534114,0.001428
Shellsort,40000,2,3,919179,1384514,0.002591
Mergesort,40000,2,3,561815,1198120,0.001942
Heapsort,40000,2,3,564739,776895,0.002126
Quicksort,40000,2,3,726411,1238703,0.001765
QuicksortI,40000,2,3,807508,1085681,0.001940
Introsort,40000,2,3,787086,534114,0.001370
Shellsort,50000,0,1,569427,1138854,0.000469
Mergesort,50000,0,1,382512,1166976,0.000653
Heapsort,50000,0,1,732133,1023300,0.002455
Quicksort,50000,0,1,1046935,1933710,0.000990
QuicksortI,50000,0,1,880780,1372673,0.000408
Introsort,50000,0,1,715176,175416,0.000215
Shellsort,50000,0,2,569427,1138854,0.001065
Mergesort,50000,0,2,382512,1166976,0.001440
Heapsort,50000,0,2,732133,1023300,0.004089
Quicksort,50000,0,2,1046935,1933710,0.001901
QuicksortI,50000,0,2,880780,1372673,0.000630
Introsort,50000,0,2,715176,175416,0.000300
Shellsort,50000,0,3,569427,1138854,0.000630
Mergesort,50000,0,3,382512,1166976,0.000719
Heapsort,50000,0,3,732133,1023300,0.003990
Quicksort,50000,0,3,1046935,1933710,0.002279
QuicksortI,50000,0,3,880780,1372673,0.000919
Introsort,50000,0,3,715176,175416,0.000492
Shellsort,50000,1,1,784918,1382612,0.001450
Mergesort,50000,1,1,401952,1568928,0.001524
Heapsort,50000,1,1,717154,948888,0.002489
Quicksort,50000,1,1,1002551,1544253,0.002793
QuicksortI,50000,1,1,1077517,1650779,0.001415
Introsort,50000,1,1,740169,250408,0.000425
Shellsort,50000,1,2,784918,1382612,0.001070
Mergesort,50000,1,2,401952,1568928,0.001315
Heapsort,50000,1,2,717154,948888,0.001648
Quicksort,50000,1,2,1002551,1544253,0.001132
QuicksortI,50000,1,2,1077517,1650779,0.000618
Introsort,50000,1,2,740169,250408,0.000224
Shellsort,50000,1,3,784918,1382612,0.001174
Mergesort,50000,1,3,401952,1568928,0.001284
Heapsort,50000,1,3,717154,948888,0.002128
Quicksort,50000,1,3,1002551,1544253,0.001488
QuicksortI,50000,1,3,1077517,1650779,0.000681
Introsort,50000,1,3,740169,250408,0.000223
Shellsort,50000,2,1,1181644,1774704,0.005701
Mergesort,50000,2,1,718366,1530363,0.002473
Heapsort,50000,2,1,722370,987609,0.002760
Quicksort,50000,2,1,927434,1557666,0.002233
QuicksortI,50000,2,1,994610,1426936,0.002130
Introsort,50000,2,1,1027702,676126,0.001871
Shellsort,50000,2,2,1181644,1774704,0.004664
Mergesort,50000,2,2,718366,1530363,0.002452
Heapsort,50000,2,2,722370,987609,0.002844
Quicksort,50000,2,2,927434,1557666,0.002252
QuicksortI,50000,2,2,994610,1426936,0.001881
Introsort,50000,2,2,1027702,676126,0.001748
Shellsort,50000,2,3,1181644,1774704,0.003400
Mergesort,50000,2,3,718366,1530363,0.002489
Heapsort,50000,2,3,722370,987609,0.002713
Quicksort,50000,2,3,927434,1557666,0.002659
QuicksortI,50000,2,3,994610,1426936,0.001832
Introsort,50000,2,3,1027702,676126,0.001749
Shellsort,60000,0,1,699427,1398854,0.000352
Mergesort,60000,0,1,469008,1423472,0.000428
Heapsort,60000,0,1,891327,1241412,0.001796
Quicksort,60000,0,1,1128497,1983120,0.001316
QuicksortI,60000,0,1,1119620,1792081,0.000559
Introsort,60000,0,1,855768,206008,0.000254
Shellsort,60000,0,2,699427,1398854,0.000577
Mergesort,60000,0,2,469008,1423472,0.000460
Heapsort,60000,0,2,891327,1241412,0.002288
Quicksort,60000,0,2,1128497,1983120,0.001135
QuicksortI,60000,0,2,1119620,1792081,0.000520
Introsort,60000,0,2,855768,206008,0.000254
Shellsort,60000,0,3,699427,1398854,0.000352
Mergesort,60000,0,3,469008,1423472,0.000420
Heapsort,60000,0,3,891327,1241412,0.002177
Quicksort,60000,0,3,1128497,1983120,0.001946
QuicksortI,60000,0,3,1119620,1792081,0.000972
Introsort,60000,0,3,855768,206008,0.000420
Shellsort,60000,1,1,952805,1681986,0.001328
Mergesort,60000,1,1,485456,1908928,0.001483
